e1,e2,value
Zhuo Li,Jian Chen,1
Zhuo Li,Xiaoning Jiang,1
Zhuo Li,Xian-Ting Zeng,1
Zhuo Li,Xuezeng Pan,1
Jian Chen,Xiaoning Jiang,1
Jian Chen,Xian-Ting Zeng,1
Jian Chen,Xuezeng Pan,1
Xiaoning Jiang,Xian-Ting Zeng,1
Xiaoning Jiang,Xuezeng Pan,1
Xian-Ting Zeng,Xuezeng Pan,1
Mingjing Ai,Lili Zhao,1
Mingjing Ai,Yongmei Zhu,1
Mingjing Ai,Qinping Zhao,1
Lili Zhao,Yongmei Zhu,1
Lili Zhao,Qinping Zhao,1
Yongmei Zhu,Qinping Zhao,1
Huaiqing He,Tianbao Wang,1
Huaiqing He,Qing Xu,1
Huaiqing He,Yaoyu Xing,1
Tianbao Wang,Qing Xu,1
Tianbao Wang,Yaoyu Xing,1
Qing Xu,Yaoyu Xing,1
Shaorong Wang,Yisong Chen,1
Shaorong Wang,Sheng Li,1
Shaorong Wang,Guoping Wang,1
Yisong Chen,Sheng Li,1
Yisong Chen,Guoping Wang,1
Sheng Li,Guoping Wang,1
Zhifang Jiang,Miaomiao Li,1
Zhifang Jiang,Xiangxu Meng,2
Zhifang Jiang,Yan Huang,1
Zhifang Jiang,Shenfang Li,1
Miaomiao Li,Xiangxu Meng,1
Miaomiao Li,Yan Huang,1
Miaomiao Li,Shenfang Li,1
Xiangxu Meng,Yan Huang,1
Xiangxu Meng,Shenfang Li,1
Yan Huang,Shenfang Li,1
Ye Yuan,Zhongke Wu,1
Lei Tang,Xueqing Li,1
Lei Tang,Wenjing Qi,1
Lei Tang,Zhifang Jiang,1
Xueqing Li,Wenjing Qi,1
Xueqing Li,Zhifang Jiang,1
Wenjing Qi,Zhifang Jiang,1
Weidong Huang,Maolin Huang,2
Philip Trevor Cox,Anh Dang,1
Jiayao Chen,Xueqing Li,1
Jiayao Chen,Jingzhao Yang,1
Xueqing Li,Jingzhao Yang,1
J Joshua Thomas,Choychee Ken,1
Xiongfei Luo,Dongxing Teng,1
Xiongfei Luo,Wei Liu,1
Xiongfei Luo,Feng Tian,1
Xiongfei Luo,Guozhong Dai,1
Xiongfei Luo,Hong'an Wang,1
Dongxing Teng,Wei Liu,1
Dongxing Teng,Feng Tian,1
Dongxing Teng,Hong'an Wang,2
Wei Liu,Feng Tian,1
Wei Liu,Guozhong Dai,1
Wei Liu,Hong'an Wang,1
Feng Tian,Hong'an Wang,2
Guozhong Dai,Hong'an Wang,3
Yi Du,Cui-Xia Ma,1
Yi Du,Dongxing Teng,1
Yi Du,Guozhong Dai,1
Cui-Xia Ma,Dongxing Teng,1
Cui-Xia Ma,Guozhong Dai,1
Quang Vinh Nguyen,Simeon J Simoff,1
Quang Vinh Nguyen,Maolin Huang,2
Simeon J Simoff,Maolin Huang,1
Shijian Lu,CÉcile Laurance Paris,1
Liang Gou,Shaoke Zhang,1
Liang Gou,Jing Wang,1
Liang Gou,Xiaolong(Luke) Zhang,2
Shaoke Zhang,Jing Wang,1
Shaoke Zhang,Xiaolong(Luke) Zhang,1
Jing Wang,Xiaolong(Luke) Zhang,1
Hirofumi Miyamoto,Masahito Hirakawa,1
SuTe Lei,K. Zhang,2
Tatman Cheong,Yain Whar Si,1
Anna Wu,Xiaolong(Luke) Zhang,2
Anna Wu,Guoray Cai,1
Xiaolong(Luke) Zhang,Guoray Cai,1
Xiaoyu Wang,Eric A. Bier,1
Xiaoyu Wang,Thomas James Butkiewicz,1
Xiaoyu Wang,William Ribarsky,1
Xiaoyu Wang,Wenwen Dou,1
Eric A. Bier,Thomas James Butkiewicz,1
Eric A. Bier,William Ribarsky,1
Eric A. Bier,Wenwen Dou,1
Thomas James Butkiewicz,William Ribarsky,1
Thomas James Butkiewicz,Wenwen Dou,1
William Ribarsky,Wenwen Dou,1
Robert P. Biuk-Aghai,Cheongiao Pang,1
Robert P. Biuk-Aghai,Felix Hon Hou Cheang,1
Cheongiao Pang,Felix Hon Hou Cheang,1
Kazuo Misue,Takashi Yuki,1
Zhirong Zeng,Kun Wang,1
Zhirong Zeng,Dongxing Teng,1
Zhirong Zeng,Hong'an Wang,1
Zhirong Zeng,Guozhong Dai,1
Kun Wang,Dongxing Teng,1
Kun Wang,Hong'an Wang,1
Kun Wang,Guozhong Dai,1
Yuri Saito,Takayuki Itoh,1
Yasuhiko Sota,Keisuke Yamamoto,1
Yasuhiko Sota,Masahito Hirakawa,1
Yasuhiko Sota,Souichiro Doi,1
Yasuhiko Sota,Yasuhisa Yamamoto,1
Keisuke Yamamoto,Masahito Hirakawa,1
Keisuke Yamamoto,Souichiro Doi,1
Keisuke Yamamoto,Yasuhisa Yamamoto,1
Masahito Hirakawa,Souichiro Doi,1
Masahito Hirakawa,Yasuhisa Yamamoto,1
Souichiro Doi,Yasuhisa Yamamoto,1
Anna Wu,Xin Yan,1
Xin Yan,Xiaolong(Luke) Zhang,1
Feng Tian,Xiang Cao,1
Feng Tian,Fei Lyu,1
Feng Tian,Xiaolong(Luke) Zhang,1
Xiang Cao,Fei Lyu,1
Xiang Cao,Guozhong Dai,1
Xiang Cao,Xiaolong(Luke) Zhang,1
Xiang Cao,Hong'an Wang,1
Fei Lyu,Guozhong Dai,1
Fei Lyu,Xiaolong(Luke) Zhang,1
Fei Lyu,Hong'an Wang,1
Guozhong Dai,Xiaolong(Luke) Zhang,1
Xiaolong(Luke) Zhang,Hong'an Wang,1
Philip Trevor Cox,Simon Gauvin,1
Jian Shi,Ying Qiao,1
Jian Shi,Hong'an Wang,1
Ying Qiao,Hong'an Wang,1
Jiawan Zhang,Yi Zhang,1
Jiawan Zhang,Lei Fu,1
Jiawan Zhang,Qinghui Guo,1
Maolin Huang,Jiawan Zhang,2
Yi Zhang,Lei Fu,1
Yi Zhang,Qinghui Guo,1
Yi Zhang,Maolin Huang,1
Lei Fu,Qinghui Guo,1
Lei Fu,Maolin Huang,1
Qinghui Guo,Maolin Huang,1
Jie Hao,K. Zhang,1
Jiansu Pu,Panpan Xu,1
Jiansu Pu,Huamin Qu,1
Jiansu Pu,Weiwei Cui,1
Jiansu Pu,Siyuan Liu,1
Jiansu Pu,Lionel Ming Shuan Ni,1
Panpan Xu,Huamin Qu,1
Panpan Xu,Weiwei Cui,1
Panpan Xu,Siyuan Liu,1
Panpan Xu,Lionel Ming Shuan Ni,1
Huamin Qu,Weiwei Cui,1
Huamin Qu,Siyuan Liu,1
Huamin Qu,Lionel Ming Shuan Ni,1
Weiwei Cui,Siyuan Liu,1
Weiwei Cui,Lionel Ming Shuan Ni,1
Siyuan Liu,Lionel Ming Shuan Ni,1
Yu Su,Margaret H Dunham,1
Liang Gou,Fang You,1
Liang Gou,Jun Guo,1
Liang Gou,Luqi Wu,1
Fang You,Jun Guo,1
Fang You,Luqi Wu,1
Fang You,Xiaolong(Luke) Zhang,1
Jun Guo,Luqi Wu,1
Jun Guo,Xiaolong(Luke) Zhang,1
Luqi Wu,Xiaolong(Luke) Zhang,1
Jing Fan,Xiaoying Shi,1
Jing Fan,Zhan Zhou,1
Jing Fan,Ying Tang,1
Xiaoying Shi,Zhan Zhou,1
Xiaoying Shi,Ying Tang,1
Zhan Zhou,Ying Tang,1
Ying Zhao,Fangfang Zhou,1
Ying Zhao,Xiaoping Fan,1
Fangfang Zhou,Xiaoping Fan,1
Zhifang Jiang,Shenghui Cheng,1
Zhifang Jiang,Ruobo Xin,1
Shenghui Cheng,Ruobo Xin,1
Shenghui Cheng,Xiangxu Meng,1
Ruobo Xin,Xiangxu Meng,1
Dongxu Duan,Weihong Qian,1
Dongxu Duan,Shimei Pan,1
Dongxu Duan,Lei Shi,1
Dongxu Duan,Chuang Lin,1
Weihong Qian,Shimei Pan,1
Weihong Qian,Lei Shi,1
Weihong Qian,Chuang Lin,1
Shimei Pan,Lei Shi,1
Shimei Pan,Chuang Lin,1
Lei Shi,Chuang Lin,1
Jared Shenson,Alark Joshi,1
Xiaojuan Liu,Xia Lin,1
Tuannhon Dang,Leland K Wilkinson,1
Aidong Lu,Li Yu,2
Li Yu,Weri Chen,1
Aidong Lu,Weri Chen,1
Quang Vinh Nguyen,Yu Qian,1
Yu Qian,Maolin Huang,1
Yu Qian,Jiawan Zhang,1
Zhao Xiao,Changbo Wang,1
Zhao Xiao,Peng Ye,1
Zhao Xiao,Yuhua Liu,1
Zhao Xiao,Chenming Pang,1
Changbo Wang,Changbo Wang,1
Changbo Wang,Peng Ye,1
Changbo Wang,Yuhua Liu,1
Changbo Wang,Chenming Pang,1
Peng Ye,Yuhua Liu,1
Peng Ye,Chenming Pang,1
Yuhua Liu,Chenming Pang,1
Cong Chen,K. Zhang,1
Robert P. Biuk-Aghai,Roy Chi Kit Chan,1
Kewei Yang,Jie Zhou,1
Kewei Yang,Zhengxing Sun,1
Kewei Yang,Yi Li,1
Jie Zhou,Zhengxing Sun,1
Jie Zhou,Yi Li,1
Zhengxing Sun,Yi Li,1
Xianlin Hu,Lane T Harrison,1
Xianlin Hu,Aidong Lu,1
Xianlin Hu,Li Yu,1
Xianlin Hu,Huaguang Song,1
Xianlin Hu,Jinzhu Gao,1
Lane T Harrison,Aidong Lu,1
Lane T Harrison,Li Yu,1
Lane T Harrison,Huaguang Song,1
Lane T Harrison,Jinzhu Gao,1
Aidong Lu,Huaguang Song,1
Aidong Lu,Jinzhu Gao,1
Li Yu,Huaguang Song,1
Li Yu,Jinzhu Gao,1
Huaguang Song,Jinzhu Gao,1
Shuqing Liu,Jiang Jian,1
Shuqing Liu,Xianjunsam Zheng,1
Shuqing Liu,Zaijia Liu,1
Shuqing Liu,Guanmin Liu,1
Shuqing Liu,Kaiping Peng,1
Jiang Jian,Xianjunsam Zheng,1
Jiang Jian,Zaijia Liu,1
Jiang Jian,Guanmin Liu,1
Jiang Jian,Kaiping Peng,1
Xianjunsam Zheng,Zaijia Liu,1
Xianjunsam Zheng,Guanmin Liu,1
Xianjunsam Zheng,Kaiping Peng,1
Zaijia Liu,Guanmin Liu,1
Zaijia Liu,Kaiping Peng,1
Guanmin Liu,Kaiping Peng,1
Weidong Huang,Chuncheng Lin,1
Chuncheng Lin,Maolin Huang,1
